Product Type,Product Title,Variant Title,Variant ID,SKU,Price,Compare at Price,blue_1 Price,blue_2 Price,blue_3 Price,gold_1 Price,gold_2 Price,gold_3 Price,sage-1 Price,sage-10 Price,sage-100 Price,sage-101 Price,sage-102 Price,sage-103 Price,sage-104 Price,sage-105 Price,sage-106 Price,sage-108 Price,sage-109 Price,sage-11 Price,sage-110 Price,sage-111 Price,sage-112 Price,sage-113 Price,sage-114 Price,sage-115 Price,sage-116 Price,sage-12 Price,sage-123 Price,sage-126 Price,sage-130 Price,sage-132 Price,sage-133 Price,sage-134 Price,sage-139 Price,sage-14 Price,sage-140 Price,sage-143 Price,sage-147 Price,sage-148 Price,sage-149 Price,sage-15 Price,sage-150 Price,sage-151 Price,sage-157 Price,sage-16 Price,sage-160 Price,sage-161 Price,sage-163 Price,sage-164 Price,sage-166 Price,sage-169 Price,sage-17 Price,sage-170 Price,sage-173 Price,sage-174 Price,sage-175 Price,sage-176 Price,sage-178 Price,sage-179 Price,sage-18 Price,sage-181 Price,sage-182 Price,sage-184 Price,sage-186 Price,sage-187 Price,sage-188 Price,sage-189 Price,sage-192 Price,sage-195 Price,sage-2 Price,sage-200 Price,sage-204 Price,sage-206 Price,sage-209 Price,sage-21 Price,sage-211 Price,sage-215 Price,sage-216 Price,sage-22 Price,sage-220 Price,sage-221 Price,sage-224 Price,sage-225 Price,sage-229 Price,sage-23 Price,sage-231 Price,sage-232 Price,sage-234 Price,sage-236 Price,sage-238 Price,sage-239 Price,sage-24 Price,sage-241 Price,sage-242 Price,sage-244 Price,sage-245 Price,sage-246 Price,sage-247 Price,sage-249 Price,sage-256 Price,sage-257 Price,sage-259 Price,sage-260 Price,sage-263 Price,sage-265 Price,sage-266 Price,sage-269 Price,sage-27 Price,sage-270 Price,sage-272 Price,sage-273 Price,sage-275 Price,sage-279 Price,sage-28 Price,sage-284 Price,sage-285 Price,sage-286 Price,sage-29 Price,sage-290 Price,sage-296 Price,sage-3 Price,sage-30 Price,sage-300 Price,sage-301 Price,sage-304 Price,sage-306 Price,sage-307 Price,sage-31 Price,sage-310 Price,sage-311 Price,sage-312 Price,sage-313 Price,sage-318 Price,sage-319 Price,sage-325 Price,sage-329 Price,sage-33 Price,sage-330 Price,sage-331 Price,sage-332 Price,sage-333 Price,sage-334 Price,sage-336 Price,sage-34 Price,sage-343 Price,sage-345 Price,sage-349 Price,sage-351 Price,sage-352 Price,sage-354 Price,sage-355 Price,sage-356 Price,sage-358 Price,sage-36 Price,sage-362 Price,sage-363 Price,sage-365 Price,sage-366 Price,sage-367 Price,sage-37 Price,sage-370 Price,sage-371 Price,sage-372 Price,sage-373 Price,sage-375 Price,sage-376 Price,sage-377 Price,sage-38 Price,sage-383 Price,sage-384 Price,sage-387 Price,sage-39 Price,sage-390 Price,sage-396 Price,sage-397 Price,sage-398 Price,sage-4 Price,sage-40 Price,sage-401 Price,sage-403 Price,sage-404 Price,sage-41 Price,sage-410 Price,sage-413 Price,sage-42 Price,sage-420 Price,sage-422 Price,sage-423 Price,sage-425 Price,sage-426 Price,sage-427 Price,sage-43 Price,sage-431 Price,sage-432 Price,sage-433 Price,sage-438 Price,sage-442 Price,sage-446 Price,sage-451 Price,sage-452 Price,sage-453 Price,sage-454 Price,sage-455 Price,sage-456 Price,sage-457 Price,sage-458 Price,sage-46 Price,sage-462 Price,sage-465 Price,sage-466 Price,sage-47 Price,sage-477 Price,sage-478 Price,sage-479 Price,sage-48 Price,sage-480 Price,sage-482 Price,sage-484 Price,sage-488 Price,sage-49 Price,sage-491 Price,sage-493 Price,sage-494 Price,sage-496 Price,sage-499 Price,sage-500 Price,sage-501 Price,sage-502 Price,sage-503 Price,sage-53 Price,sage-56 Price,sage-57 Price,sage-58 Price,sage-6 Price,sage-60 Price,sage-61 Price,sage-62 Price,sage-63 Price,sage-64 Price,sage-65 Price,sage-66 Price,sage-67 Price,sage-69 Price,sage-7 Price,sage-71 Price,sage-75 Price,sage-76 Price,sage-77 Price,sage-78 Price,sage-79 Price,sage-80 Price,sage-81 Price,sage-82 Price,sage-83 Price,sage-84 Price,sage-85 Price,sage-86 Price,sage-87 Price,sage-89 Price,sage-9 Price,sage-91 Price,sage-92 Price,sage-93 Price,sage-94 Price,sage-95 Price,sage-99 Price,test-custom-1 Price,test-custom-2 Price,wholesale-club Price
Robinsons Premix 1x 10L,Robinsons Fruit Ice Apple Blackcurrant 1x 10L Manual-Fill Premix,Default Title,39340597805193,RI103005,87.44,,87.44,86.13,85.26,82.4,81.55,80.69,67.25,77.18,58.5,58.59,61.94,51.23,63.41,35.63,51.23,51.21,67.19,73.5,52.03,60.41,85.71,69.05,45.15,37.52,44.39,22.97,56.58,45.84,73.65,41.54,,46.5,69.48,57.38,50.44,60.84,53.79,63.93,48,33.46,44.84,45.8,33.47,75.24,65.6,35.44,,45.95,49.1,62.87,50.44,56,43.07,41.34,67.25,,60.53,57.16,43.71,64.04,67.25,66.15,48.02,67.25,41.69,50.51,35.1,61.74,22.47,43.31,64.04,52.88,47.07,40.35,43.64,79.76,53.74,69.45,53.79,69.48,43.07,65.96,64.5,,35.48,19.25,44.83,36,65.96,47.25,57.64,58.8,65.96,75.65,77.18,77.18,66.47,52.77,67.25,77.18,75.86,57.64,67.25,57.16,83.64,73.5,55.58,61.74,,,38.43,56.69,58.58,60.24,44.84,73.5,76.05,82.4,63.98,60.53,42.07,49.36,48.03,64.04,61.74,50.43,45.23,49.81,42.45,50.16,41.29,73.5,57.64,57.64,48.03,50.13,50.16,57.89,38.15,44.84,77.18,67.25,75.03,22.97,64.04,48.03,32.03,29.63,57.16,51.3,64.04,,60.53,48.03,57.64,44.83,73.97,44.1,53.79,48.03,,,29.54,64.04,51.45,62.48,57.16,64.04,73.5,73.5,73.31,72.35,55.56,73.5,51.45,34.44,62.49,69.83,,58.8,61.29,64.04,,75.63,54.44,59.15,,73.31,71.09,,35.84,48.04,63.87,66.15,88.76,73.5,,75.86,58.79,64.04,47.22,51.5,73.5,66.15,60.84,65.39,64.04,44.1,51.23,44.84,73.65,61.98,,55.14,69.97,,64.7,,57.64,54.44,74.6,51.23,54.44,73.5,64.04,,69.97,,55.13,58.05,64.83,55.34,74.87,77.18,40.01,39.13,57.41,55.56,,,50.43,49.64,75.26,,73.5,63.68,67.25,52.77,57.9,53.75,67.13,52.64,59.84,44.84,86.19,55.48,60.53,77.18,49.31,46.82,49.28,35.48,39.95,77.18,68.87,,,
Robinsons Premix 1x 10L,Robinsons Fruit Ice Orange 1x 10L Manual-Fill Premix,Default Title,39340591775881,RI103004,87.44,,87.44,86.13,85.26,82.4,81.55,80.69,67.25,,58.5,,61.94,51.23,63.41,35.63,51.23,51.21,,,52.03,,,,45.15,37.52,44.39,22.97,56.58,45.84,73.65,41.54,,,,57.38,50.44,60.84,53.79,,48,33.46,44.84,45.8,33.47,,,35.44,,45.95,49.1,62.87,50.44,56,43.07,41.34,67.25,,60.53,57.16,43.71,,67.25,,48.02,67.25,41.69,50.51,35.1,,22.47,43.31,64.04,52.88,47.07,40.35,43.64,,53.74,,53.79,,43.07,65.96,,,35.48,19.25,44.83,36,65.96,47.25,57.64,,65.96,75.65,,,66.47,52.77,67.25,,75.86,57.64,67.25,57.16,,,,,,,38.43,56.69,,60.24,44.84,,,82.4,63.98,60.53,42.07,49.36,48.03,64.04,,50.43,45.23,49.81,,,41.29,,57.64,57.64,48.03,50.13,,,38.15,44.84,,67.25,,22.97,64.04,48.03,32.03,29.63,57.16,51.3,64.04,,60.53,48.03,57.64,44.83,73.97,,53.79,48.03,,,29.54,64.04,,,57.16,64.04,,,,72.35,,,,34.44,,,,,61.29,64.04,,,54.44,59.15,,,,,35.84,48.04,63.87,,,,,75.86,58.79,64.04,47.22,51.5,,,60.84,65.39,64.04,,51.23,44.84,73.65,,,55.14,69.97,,,,57.64,54.44,,51.23,54.44,,64.04,,69.97,,,58.05,,,,,40.01,39.13,57.41,,,,50.43,49.64,,,,,67.25,52.77,,53.75,,52.64,59.84,44.84,,55.48,60.53,,49.31,46.82,49.28,35.48,39.95,,68.87,,,
Sani Safe Hygiene Wipes,"Sani Safe Disinfectant Wet Wipes - Bucket of 1,000",Default Title,31402752966793,FP201024,23.32,,23.32,22.97,22.74,22.5,22.27,22.04,21.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,21.62,,21.62,,,,21.62,,21.62,,,,21.62,21.62,,,21.62,21.62,21.62,21.62,21.62,,21.62,21.62,21.62,21.62,,21.62,21.62,,,,,21.62,,,21.62,,21.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.62,,,,,,,,,,,,,,,,,,,,
Sanitiser,5L Bin Liners - 100 Pack,Default Title,32227059269769,5LBlackBinLinersx100,4.93,,4.93,4.93,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanitiser,Sanitiser Cleaning Spray 500ml - 2 Bottles,Default Title,29877246918738,FP201057,9.00,,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,9,,,,,9,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sanitiser,Wizard Bacterial Spray and Wipe Cleaner - 1x 750ml Spray Bottle,Default Title,31885576142985,FP201058,8.38,,8.38,8.25,8.17,8.09,8,7.92,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,,3.46,3.46,3.46,3.46,,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,,3.46,3.46,3.46,,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,,,3.46,3.46,3.46,3.46,3.46,3.46,,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,,3.46,3.46,3.46,3.46,,3.46,3.46,3.46,3.46,,,3.46,3.46,3.46,,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,3.46,,,
Slush Puppie Cups,"Slush Puppie 200ml Plastic Cup - Box of 2,000",Default Title,33597146235017,SP101066T,132.08,,69.34,68.3,67.61,66.91,66.22,65.53,86.72,69.12,,49.12,,,,,,,60.17,65.83,57.6,54.12,63.5,61.85,,,,59.66,,,86.4,,,55.98,,,,,,49.37,,,,,86.72,,39.49,,,,,,,,69.52,,,,,,,57.38,,59.24,,,,,,55.3,59.66,,,,,,,66.85,,62.21,86.72,62.21,,132.08,47.5,,,59.66,,79.79,75.95,,,52.67,,130.08,39.38,69.12,,66.04,,69.12,,,,,63.52,65.83,49.77,55.3,,,,,40.37,,,55.95,69.12,,,86.72,,,60.5,57.6,55.3,,,,38.01,44.93,,65.83,,,,,44.93,51.84,,,69.12,,62.9,59.66,,,,,,,72.64,,,,,51.9,,39.5,86.72,,,,,,46.08,65.83,,,65.83,65.83,65.66,,49.77,65.83,46.08,,51.59,62.54,,52.67,,,,67.75,,,,65.69,63.67,,,,,57.64,79.49,65.83,65.83,,84.2,,,,65.83,59.24,,,,39.65,,,,56.39,,,,,46.08,,,,60.91,,,65.83,,65.83,,,49.37,,58.07,46.78,39.38,69.12,,,,49.76,,,,,67.4,127,65.83,57.02,,66.04,51.84,,60.14,,,,60.64,,,69.12,,,,,,69.12,,,,
Slush Puppie Cups,"Slush Puppie 230ml Paper Cup - Box of 1,500",Default Title,29877247836242,SP101100T,79.95,,65.83,64.84,64.18,63.53,62.87,62.21,69.12,,62.21,,63.67,47.25,65.83,49.37,52.66,47.5,,49.6,53.49,30,,,52.2,,52.13,37.32,58.16,42.79,75.7,52.66,,,,65.83,51.84,37.5,69.12,,60.17,36.05,54.24,51.57,55.95,,,57.93,,39.16,60.64,49.77,51.84,57.5,54.58,44.93,69.12,,62.21,58.76,69.12,,57.31,44.75,69.12,69.12,69.12,69.12,55.09,,37.32,69.12,65.83,67.94,51.57,44.93,50.8,,55.3,,69.12,,69.12,67.8,41.77,,45.38,32.69,62.54,30,67.8,39.38,62.54,,67.8,77.76,52.2,52.2,68.32,54.24,55.3,52.2,77.97,62.21,72.18,61.36,42.88,46.98,37.28,52.2,,,42.79,65.66,49.87,69.12,39.5,39.77,,67.8,59.24,69.12,49.37,52.67,49.37,65.83,41.76,58.75,65.74,41.47,28.72,33.92,55.5,49.72,59.24,65.83,52.67,64.29,33.92,39.16,61.9,49.37,52.2,69.12,,37.32,65.83,49.37,42.79,,58.76,,62.21,,62.21,49.37,65.83,46.08,79.95,29.82,55.31,42.79,,,52.13,65.83,34.8,44.75,58.76,65.83,49.72,,49.58,55.95,40.09,49.72,34.8,69.12,37.27,47.22,,39.77,39.38,55.95,,,55.95,65.83,,49.58,,,42.77,42.38,79.95,,60.02,,34.8,77.97,50,55.3,59.41,56.47,,49.72,59.24,67.22,52.67,,52.67,55.95,65.83,,,63.83,71.92,,,,52.53,59.24,49.72,57.03,55.73,47.22,44.41,,75.71,44.75,37.28,55.31,,,,,38.97,61.9,45.32,40.09,,,36.09,51.03,,,47.72,,69.12,54.24,37.28,57.15,,45,69.12,49.37,,62.21,62.21,,29.85,56.42,56.75,56.3,54.05,39.77,70.8,,,
Slush Puppie Cups,Slush Puppie 300ml Plastic Cup - Box of 720,Default Title,29877247737938,SP101103T,71.15,,43.13,42.48,42.05,41.62,41.19,40.76,45.29,48.3,39.62,68.95,41.72,37.13,37.36,34.51,34.5,30.65,78.04,45,35.05,70.19,71.3,62.76,36.67,27.37,34.51,34,34.51,27.01,49.6,34.5,,42.5,53.8,45.3,33.97,37.74,50.03,64.04,37.55,31.24,30.19,39.62,34.51,75.48,59.77,39.62,,25.88,39.62,32.63,33.97,36.29,32.35,39.62,39.62,,35.66,33.68,39.62,74.42,39.62,81.12,39.62,39.62,39.62,39.62,39.62,53.8,34,39.62,36.23,38.95,27.74,37.36,43.13,83.82,36.23,59.18,45.29,80.7,45.29,44.42,67.25,,27.72,30.19,35.46,43.13,44.42,45.29,40.98,98.2,44.42,50.95,76.12,85.18,44.77,35.53,36.23,62.76,51.09,38.82,63.31,53.81,85.39,59.78,64.56,89.66,,,35.59,34.43,78.37,45.29,25.88,72.58,51.74,45.29,43.13,45.3,32.53,34.51,30.19,43.13,71.72,45.29,62.85,27.17,49.32,62.76,45.29,51.24,38.82,43.13,34.51,36.85,44.83,67.24,34.01,45.29,50.26,45.29,78.86,34,,32.35,,38.65,38.5,37.73,43.13,,40.77,32.35,43.13,32.35,71.15,51.24,36.23,28.04,,,35.66,,59.78,85.39,38.5,43.13,81.12,85.39,85.18,48.72,83.82,72.58,68.31,34.51,68.31,81.12,,85.39,45.29,36.67,,87.86,36.67,,,81.12,82.59,,,,71.15,76.85,103.11,85.39,59.78,56.76,43.13,43.13,40.99,,85.39,85.39,38.82,38.53,34.51,47.62,34.51,59.99,43.13,34.33,,32.49,47.12,,59.78,,38.82,36.67,51.87,35.27,,81.12,,85.18,49.6,85.39,76.48,45.29,75.32,58.3,57.17,55.14,36.77,35.94,39.62,68.14,,,33.53,33.43,87.42,,85.39,73.97,45.29,35.53,67.25,34.49,78,32.08,39.62,24.7,76.85,35.66,40.76,56.14,43.2,37.06,39.62,27.14,34.79,64.04,40.57,,,
Slush Puppie Cups,"Slush Puppie 341ml Paper Cup - Box of 1,500",Default Title,29877247803474,SP101101T,95.04,,73.5,72.4,71.66,70.93,70.19,69.46,77.18,50,74.22,50,71.09,62.4,67.71,55.14,58.8,74.64,50,50,59.73,50,50,50,58.29,46.31,58.22,42.32,77.18,48.53,84.52,60.06,,50,50,73.5,57.9,52.5,77.18,50,67.19,52.8,60.57,65.37,60,50,50,55.13,,51.47,67.7,55.56,57.9,77.18,62.25,50.96,77.18,,69.48,65.58,77.18,50,65.37,50,77.18,77.18,77.18,80.1,64.58,50,42.32,77.18,73.5,75.85,58.83,50.18,58.97,50,61.74,50,77.18,50,77.18,75.7,50,,66.15,37.07,51.45,73.5,75.7,57.89,69.83,50,75.7,86.84,50,50,76.29,60.57,61.74,50,87.06,84.53,95.04,80.78,50,50,50,50,,,47.79,73.32,50,77.18,44.1,50,50,75.7,73.5,77.18,55.14,58.8,58.8,73.5,50,65.6,73.32,60.98,50,50,61.5,50,66.15,73.5,58.8,71.79,50,50,69.09,55.14,50,77.18,50,42.32,73.5,55.13,55.13,38.25,65.58,77.18,69.45,,69.48,55.13,73.5,58.23,73.5,50,61.74,47.78,,,49.62,73.5,50,50,65.58,73.5,50,50,50,56.16,50,50,50,55.27,50,50,,50,74.87,62.48,50,50,62.48,73.5,,50,50,,58.04,,89.67,50,50,50,50,87.06,73.5,77.18,66.32,63.05,50,50,66.15,75.03,58.8,50,58.8,62.48,73.5,50,50,71.28,80.3,50,50,,58.8,66.15,50,58.56,62.03,50,67.5,50,84.53,50,50,65.97,50,50,50,50,60.56,69.09,62.56,50,,,58.83,56.97,50,,50,50,77.18,60.57,50,68.19,50,51.17,77.18,55.14,50,69.45,69.48,50,62.04,76.8,60.33,57.82,70.13,50,80.96,,,
Slush Puppie Cups,Slush Puppie 454ml Paper Cup - Box of 840,Default Title,29877247770706,SP101102T,76.48,,62.68,61.74,61.11,60.49,59.86,59.23,65.81,69.46,62.68,69.46,60.48,57.96,,47.01,50.15,63.5,69.46,69.46,65.81,69.46,69.46,69.46,,39.48,,32.46,65.81,,72.08,54.73,,69.46,69.46,65.81,46.27,62.68,65.81,69.46,49.75,37.8,51.65,65.81,44.52,69.46,69.46,62.52,,62.68,57.73,47.38,46.27,51.55,56.38,59.2,65.81,,51.44,55.94,,69.46,59.2,69.46,65.81,65.81,65.81,65.81,46.07,69.46,32.46,65.81,62.68,64.69,59.2,,50.3,69.46,52.65,69.46,65.81,69.46,65.81,64.56,69.46,,56.41,28.43,43.87,,64.56,65.81,59.55,69.46,64.56,74.05,69.46,69.46,65.06,51.65,52.65,69.46,74.25,72.08,65.81,65.81,69.46,69.46,69.46,69.46,,,,29.66,69.46,65.81,37.61,69.46,69.46,65.81,62.68,65.81,47.01,50.15,50.15,62.68,69.46,55.94,,52.01,69.46,69.46,52.92,69.46,56.41,62.68,50.15,,69.46,69.46,48.51,47.01,69.46,65.81,69.46,32.46,62.68,47.01,43.87,31.34,55.94,53.57,,,59.2,47.01,62.68,,,69.46,52.65,40.74,,,56.27,,69.46,69.46,55.94,62.68,69.46,69.46,69.46,53.28,69.46,69.46,69.46,46.77,69.46,69.46,,69.46,64.16,53.28,69.46,69.46,53.28,62.68,,69.46,69.46,,65.81,50.15,76.48,69.46,69.46,69.46,69.46,74.25,62.68,,56.57,53.77,69.46,69.46,56.41,60.21,50.15,69.46,50.15,53.28,62.68,69.46,69.46,,68.48,69.46,69.46,,50.15,,69.46,53.15,,69.46,46.2,69.46,72.08,69.46,69.46,54.43,69.46,69.46,69.46,69.46,51.65,48.51,,69.46,,,37.98,48.58,69.46,,69.46,69.46,65.81,51.65,69.46,60.88,69.46,46.51,,47.01,69.46,59.24,,69.46,58.8,64.15,51.45,,53.81,69.46,63.92,,,
Slush Puppie Cups,Slush Puppie 500ml Football Cup - Box of 150,Default Title,33597535387785,SP101107T,50.00,,48.75,48.02,47.53,47.04,46.56,46.07,50,48.3,50,68.95,50,50,50,50,50,50,78.04,45,50,70.19,71.3,62.76,50,50,50,50,50,50,48.75,50,,42.5,53.8,50,50,50,50,64.04,50,50,50,50,50,75.48,59.77,50,,50,50,50,50,50,50,50,50,,50,50,50,74.42,50,81.12,50,50,50,50,50,53.8,50,50,50,50,50,50,50,83.82,50,59.18,50,80.7,50,50,67.25,,50,50,50,50,50,50,50,85.22,50,50,76.12,85.18,50,50,50,62.76,50,50,50,50,85.39,59.78,64.56,89.66,,,50,50,78.37,50,50,72.58,51.74,50,50,50,50,50,50,50,71.72,50,50,50,49.32,62.76,50,51.24,50,50,50,50,44.83,67.24,50,50,50.26,50,78.86,50,50,50,50,50,50,50,50,50,50,50,50,50,50,51.24,50,50,50,50,50,50,59.78,85.39,50,50,81.12,85.39,85.18,50,83.82,72.58,68.31,50,68.31,81.12,50,85.39,50,50,,87.86,50,50,50,81.12,82.59,,50,50,50,76.85,103.11,85.39,59.78,49.57,50,50,50,50,85.39,85.39,50,50,50,47.62,50,50,50,34.33,,50,50,,59.78,50,50,50,51.87,50,50,81.12,50,85.18,50,85.39,76.48,50,75.32,58.3,57.17,55.14,50,50,50,68.14,,,50,50,87.42,,85.39,73.97,50,50,67.25,50,78,50,50,50,76.85,50,50,56.14,50,50,50,,50,64.04,50,,,
Slush Puppie Cups,Slush Puppie 500ml Plastic Cup - Box of 600,Default Title,29877247705170,SP101104T,89.90,,49.72,48.97,48.48,47.98,47.48,46.99,52.2,48.3,,68.95,49.32,,,39.77,39.77,,78.04,45,46.82,70.19,71.3,62.76,42.25,,39.77,37.57,,,57.17,39.77,,42.5,53.8,,,43.5,,64.04,,32.32,34.8,,37.5,75.48,59.77,31.5,,29.82,,40.09,41.77,31.5,37.28,,,,,,,74.42,,81.12,,,,,,53.8,37.57,,,51.31,,43.07,49.72,83.82,,59.18,,80.7,52.2,51.2,67.25,,49.09,33.37,,,51.2,52.2,47.22,98.2,51.2,58.72,76.12,85.18,51.59,40.96,41.76,62.76,58.89,46.98,48.72,41.41,85.39,59.78,64.56,89.66,,,41.02,34.45,78.37,52.2,29.82,72.58,51.74,52.2,49.72,55.68,45.18,39.77,39.77,49.72,71.72,52.2,,31.32,49.32,62.76,52.2,51.24,44.75,49.72,39.77,,44.83,67.24,52.2,47.22,50.26,52.2,78.86,37.57,,37.28,,44.54,47.34,,47.22,,50.11,37.28,49.72,39.77,89.9,51.24,44.56,32.32,,,28.36,,59.78,85.39,44.36,49.72,81.12,85.39,85.18,56.16,83.82,72.58,68.31,39.77,68.31,81.12,,85.39,,42.25,,87.86,42.25,,,81.12,82.59,,,,89.9,76.85,103.11,85.39,59.78,49.07,,,47.22,,85.39,85.39,44.75,,39.77,47.62,39.77,,49.72,34.33,,,54.31,,59.78,,39.78,42.25,51.87,40.64,,81.12,,85.18,57.17,85.39,76.48,47.22,75.32,58.3,57.17,55.14,,41.42,,68.14,,,36.68,,87.42,,85.39,73.97,52.2,40.96,67.25,,78,,,,76.85,,,56.14,49.07,,,,,64.04,,,,
Slush Puppie Cups,Slush Puppie 550ml Bone Cup - Box of 80,Default Title,29877247672402,SP101062T,72.00,,60,59.1,58.5,57.9,57.3,56.7,60,,60,,63,60,60,60,60,60,,,60,,,,60,60,60,55.81,60,60,60,60,,,,60,60,60,60,,60,48,60,60,60,,,60,,60,,60,60,60,16,,60,,60,,60,,,,60,60,60,60,,,55.81,60,,61.92,60,60,60,,60,,60,,60,60,,,48.6,50.06,60,60,60,60,60,,60,60,,,60,60,60,,60,,,60,,,,,,,60,60,,60,60,,,60,60,60,60,60,60,60,,60,60,60,,,60,,60,60,60,60,,,60,60,,60,,55.81,,60,,,60,60,60,,60,60,,60,72,,60,,60,,60,,,,60,60,,,,,,,,61.5,,,,,60,60,,,60,60,,,,,60,60,72,,,,,60,,,60,64.33,,,60,60,60,,60,60,60,,,60,,,,,60,,,61.32,,,,,60,,,60,,,,,60,61.5,60,,,,60,60,,,,,,60,,,,52,60,48,,60,60,,60,,,,60,,60,,,
Slush Puppie IceFill Bag-in-Box Premix,No Sugar Slush Puppie Santa's Secret Clementine - 1x 10L IceFill Bag-in-Box Premix,Default Title,31404093374601,SU104319,88.49,,74.71,73.59,72.84,72.1,71.35,70.6,78.45,51.74,78.45,58.8,72.26,73.6,73.98,41.09,75.87,58.67,,53.29,60.69,43.5,,54.34,59.25,52.39,51.78,,,45,85.92,66.26,,,,66.82,58.84,64.04,,,68.29,38.2,76.46,78.45,,41.4,,52.5,,53.6,78.45,56.48,58.84,53.97,66.1,78.45,61.95,,58.84,66.7,51,43.34,78.45,43.34,78.45,78.45,78.45,78.45,78.45,43.34,,78.45,74.71,77.1,38.32,47.06,50.88,43.34,58.84,43.34,62.76,43.34,66.7,,40.75,,19.68,22.03,61.43,42,,63.5,58.84,43.5,,88.24,54.34,54.34,77.54,61.56,64.4,54.34,88.49,78.45,62.76,78.45,54.34,54.34,43.34,54.34,,,47.07,34.21,,78.45,52.3,,,74.71,74.71,70.61,49,57.27,67.24,74.71,43.46,78.45,68.49,47.07,29.89,35.32,78.45,,67.24,74.71,59.77,72.96,35.32,40.75,52.62,56.04,,78.45,,24.81,,56.03,37.36,,66.7,70.6,74.71,,70.61,,67.24,,,,62.76,56.03,,,,,43.5,43.98,66.7,74.71,49.03,49.03,,81.62,43.34,,,40.18,,,,,71.52,74.71,,42.48,63.5,56.04,,,,,69.38,,,,62.48,,,,,,70.98,,,,70.97,76.29,56.04,,59.77,65.39,85.92,,,64.32,81.62,,,,57.63,,,67.24,,,,,81.62,53.29,,75.83,,,,,65.46,45.65,66.98,,,,34.15,57.91,,,43.5,,78.45,61.56,,66,,61.43,75.83,56.04,,,70.61,53.29,69.73,76.46,58.05,,60.63,59.5,80.36,,,
